ID,Site,Subsite,Alternative_Name,Cruise,Month,Year,Type,Resolution,Units,Projection_Description,Projection,Ellipsoid,Server_Location,Filename,Secondary_File,Source,Vessel,Sonar,Frequency_kHz,URL,Note
52,ULBOW,1B,NA,2019_04B_WB2_CBASS,4,2019,Backscatter,1,m,WGS 84 / UTM zone 16N,utm 16,WGS84,NFWF/1_Cruises/2019_04B_WB2_CBASS/Multibeam/FMGT_Projects/ULBOW_1B.fmproj/Output/Mosaic/ULBOW_1B_BS_TS_43-47_1m/ULBOW_1B_BS_TS_43-47_1m.tif,ULBOW_1B_BS_TS_43-47_1m.tif,NA,CSCAMP,R/V Weatherbird II,Teledyne Reson SeaBat T50-R Dual Head,400,https://zenodo.org/doi/10.5281/zenodo.8381009,NA
53,ULNA,2A,NA,2019_04B_WB2_CBASS,4,2019,Bathymetry,3,m,FPC_Universal_Transverse_Mercator_North_Hemisphere,utm 16,GRS80,NFWF/1_Cruises/2019_04B_WB2_CBASS/Multibeam/Qimera_Project/2019-04B-WB2-CBASS/Export/ULNA_2A_3m.bag,ULNA_2A_3m.bag,NA,CSCAMP,R/V Weatherbird II,Teledyne Reson SeaBat T50-R Dual Head,400,https://zenodo.org/doi/10.5281/zenodo.8381009,NA
54,ULNA,2A,NA,2019_04B_WB2_CBASS,4,2019,Backscatter,1,m,WGS 84 / UTM zone 16N,utm 16,WGS84,NFWF/1_Cruises/2019_04B_WB2_CBASS/Multibeam/FMGT_Projects/ULNA_2A.fmproj/Output/Mosaic/ULNA_2A_BS_TS_43-47_1m/ULNA_2A_BS_TS_43-47_1m.tif,ULNA_2A_BS_TS_43-47_1m.tif,NA,CSCAMP,R/V Weatherbird II,Teledyne Reson SeaBat T50-R Dual Head,400,https://zenodo.org/doi/10.5281/zenodo.8381009,NA
55,Edges,NA,NA,NA,8,2005,Bathymetry,10,m,WGS_84_UTM_zone_17N,utm 17,WGS84,comit_wrk/crubiano/New Hi-res WFS surfaces/The Edges/2005_08 Corridor_10m.bag,2005_08 Corridor_10m.bag,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/The_Edges_Seasonal_MPA/Bathymetry/TheEdges_2005_08_corridor_001.asc,David Naar,NA,NA,NA,NA,Reprocessed by Catalina Rubiano (Secondary version ~100m resolution)
56,Edges,NA,NA,NA,NA,NA,Backscatter,NA,NA,NA,NA,NA,NA,NA,NA,David Naar,NA,NA,NA,NA,NA
57,FMG,NA,NA,NA,NA,2000,Bathymetry,1.0000000000000072e-4,NA,WGS 84,longlat,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/Florida_Middle_Grounds_HAPC/Bathymetry/2006_fmg.asc,2006_fmg.asc,NA,David Naar,R/V Suncoaster,Kongsberg Simrad EM3000,300,https://www.ngdc.noaa.gov/ships/suncoaster/2006_07_FMG_mb.html,Mapping spanned from 2000-2006
58,FMG,NA,NA,NA,NA,2000,Backscatter,5,m,"UTM Zone 16, Northern Hemisphere",utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/Florida_Middle_Grounds_HAPC/Backscatter/2006_07_fmg_5m_NAfixed.tif,2006_07_fmg_5m_NAfixed.tif,NA,David Naar,R/V Suncoaster,Kongsberg Simrad EM3000,300,https://www.ngdc.noaa.gov/ships/suncoaster/2006_07_FMG_mb.html,Mapping spanned from 2000-2006
59,MS,NE Corner,NA,NA,7,2002,Bathymetry,9.999999999999835e-5,NA,WGS 84,longlat,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/Madison_Swanson_MPA/NEcorner/Bathymetry/2002_madison_0001.asc,2002_madison_0001.asc,NA,David Naar,R/V Suncoaster,Kongsberg Simrad EM3000,300,https://www.ncei.noaa.gov/data/oceans/coris/data/NOAA/nmfs/sefsc/bathymetry/westfloridashelf/MadisonSwanson2002/,NA
60,MS,NE Corner,NA,NA,7,2002,Backscatter,5,m,unknown,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/Madison_Swanson_MPA/NEcorner/Backscatter/2002_07_Madison_5m_NAFixed.tif,2002_07_Madison_5m_NAFixed.tif,NA,David Naar,R/V Suncoaster,Kongsberg Simrad EM3000,300,https://www.ncei.noaa.gov/data/oceans/coris/data/NOAA/nmfs/sefsc/bathymetry/westfloridashelf/MadisonSwanson2002/,NA
61,Twin Ridges,NA,NA,NA,NA,NA,Bathymetry,1.0000000000000936e-4,NA,NAD83,longlat,NAD83,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/Twin_Ridges/Bathymetry/2002_twin_ridges_0001.asc,2002_twin_ridges_0001.asc,NA,David Naar,R/V Suncoaster,Kongsberg Simrad EM3000,300,https://www.ncei.noaa.gov/data/oceans/coris/data/NOAA/nmfs/sefsc/bathymetry/westfloridashelf/TwinRidges2002/,NA
62,Twin Ridges,NA,NA,NA,NA,NA,Backscatter,5,m,unnamed,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/Twin_Ridges/Backscatter/2002_07_twin_ridges_5m.tif,2002_07_twin_ridges_5m.tif,NA,David Naar,R/V Suncoaster,Kongsberg Simrad EM3000,300,https://www.ncei.noaa.gov/data/oceans/coris/data/NOAA/nmfs/sefsc/bathymetry/westfloridashelf/TwinRidges2002/,NA
63,Florida Trackline,761401,NA,NA,NA,NA,Bathymetry,8,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/761401_Florida_Trackline.asc,761401_Florida_Trackline.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
64,NMFS Block,181,NA,NA,NA,NA,Bathymetry,4,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block181_4mSa.asc,Block181_4mSa.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
65,NMFS Block,197,NA,NA,NA,NA,Bathymetry,4,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block197_4m.asc,Block197_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
66,NMFS Block,240,NA,NA,NA,NA,Bathymetry,4,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block240_4m.asc,Block240_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
67,NMFS Block,031E,NA,NA,NA,NA,Bathymetry,5,m,unnamed,utm 17,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block031E_5m_Cube.asc,Block031E_5m_Cube.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
68,NMFS Block,032E,NA,NA,NA,NA,Bathymetry,5,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block032E_5m_Cube.asc,Block032E_5m_Cube.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
69,NMFS Block,105E,NA,NA,NA,NA,Bathymetry,5,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block105E_5m_Cube.asc,Block105E_5m_Cube.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
70,NMFS Block,125_145E,NA,NA,NA,NA,Bathymetry,5,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block125_145E_5m_Cube.asc,Block125_145E_5m_Cube.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
71,NMFS Block,125E,NA,NA,NA,NA,Bathymetry,5,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block125E_5m_Cube.asc,Block125E_5m_Cube.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
72,NMFS Block,125E_N,NA,NA,NA,NA,Bathymetry,5,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block125E_N.asc,Block125E_N.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
73,NMFS Block,125E_S,NA,NA,NA,NA,Bathymetry,5,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block125E_S.asc,Block125E_S.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
74,NMFS Block,145E,NA,NA,NA,NA,Bathymetry,5,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block145E.asc,Block145E.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
75,NMFS Block,197E,NA,NA,NA,NA,Bathymetry,5,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block197E.asc,Block197E.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
76,NMFS Block,226E,NA,NA,NA,NA,Bathymetry,4,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block226E_4m.asc,Block226E_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
77,NMFS Block,238E,NA,NA,NA,NA,Bathymetry,4,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block238E_4m.asc,Block238E_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
78,NMFS Block,240_D266,NA,NA,NA,NA,Bathymetry,4,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block240_D266_4m.asc,Block240_D266_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
79,NMFS Block,240-227,NA,NA,NA,NA,Bathymetry,4,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block240-227_4m.asc,Block240-227_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
80,NMFS Block,253E,NA,NA,NA,NA,Bathymetry,4,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block253E_4m.asc,Block253E_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
81,NMFS Block,254a_Day264,NA,NA,NA,NA,Bathymetry,4,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block254a_Day264_4m.asc,Block254a_Day264_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
82,NMFS Block,254b_Day264,NA,NA,NA,NA,Bathymetry,4,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block254b_Day264_4m.asc,Block254b_Day264_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
83,NMFS Block,254c_Day264,NA,NA,NA,NA,Bathymetry,4,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block254c_Day264_4m.asc,Block254c_Day264_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
84,NMFS Block,254d_Day264,NA,NA,NA,NA,Bathymetry,4,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block254d_Day264_4m.asc,Block254d_Day264_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
85,NMFS Block,254E,NA,NA,NA,NA,Bathymetry,4,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block254E_4m.asc,Block254E_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
86,NMFS Block,268_Day265,NA,NA,NA,NA,Bathymetry,4,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block268_Day265_4m.asc,Block268_Day265_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
87,NMFS Block,296_Day264,NA,NA,NA,NA,Bathymetry,4,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block296_Day264_4m.asc,Block296_Day264_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
88,NMFS Block,345E,NA,NA,NA,NA,Bathymetry,5,m,UTM_16N,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block345E_5m_Cube.asc,Block345E_5m_Cube.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
89,NMFS Block,371E,NA,NA,NA,NA,Bathymetry,5,m,UTM_16N,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block371E_5m_Cube.asc,Block371E_5m_Cube.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
90,NMFS Block,372E,NA,NA,NA,NA,Bathymetry,5,m,UTM_16N,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block372E.asc,Block372E.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
91,NMFS Block,372E_2,NA,NA,NA,NA,Bathymetry,5,m,UTM_16N,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block372E_2.asc,Block372E_2.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
92,NMFS Block,373E,NA,NA,NA,NA,Bathymetry,5,m,UTM_16N,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block373E.asc,Block373E.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
93,NMFS Block,403_Day262_CamSites,NA,NA,NA,NA,Bathymetry,2,m,UTM_16N,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block403_Day262_CamSites_2m.asc,Block403_Day262_CamSites_2m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
94,NMFS Block,403_Day263_CamSites,NA,NA,NA,NA,Bathymetry,2,m,UTM_16N,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block403_Day263_CamSites_2m.asc,Block403_Day263_CamSites_2m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
95,NMFS Block,404_Day263_CamSites,NA,NA,NA,NA,Bathymetry,2,m,UTM_16N,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block404_Day263_CamSites_2m.asc,Block404_Day263_CamSites_2m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
96,NMFS Block,405_Day262,NA,NA,NA,NA,Bathymetry,4,m,UTM_16N,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block405_Day262_4m.asc,Block405_Day262_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
97,NMFS Block,405_Day263,NA,NA,NA,NA,Bathymetry,4,m,UTM_16N,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block405_Day263_4m.asc,Block405_Day263_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
98,NMFS Block,423E,NA,NA,NA,NA,Bathymetry,4,m,UTM_16N,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block423E_4m.asc,Block423E_4m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
99,NMFS Block,495E,NA,NA,NA,NA,Bathymetry,8,m,UTM_16N_Nad83,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block495E_8m.asc,Block495E_8m.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
100,NMFS Block,525E,NA,NA,NA,NA,Bathymetry,5,m,UTM_16N,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block525E.asc,Block525E.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
101,NMFS Block,553E,NA,NA,NA,NA,Bathymetry,5,m,UTM_16N,utm 16,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block553E.asc,Block553E.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
102,NMFS Block,84E,NA,NA,NA,NA,Bathymetry,5,m,UTM_17N,utm 17,+a=6378137 +rf=298.257220143428,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/NOAA_NMFS_Surfaces_ME70/Block84E_5m_Cube.asc,Block84E_5m_Cube.asc,NA,NMFS,NA,Simrad ME70,NA,NA,NA
103,DeSoto Canyon,Central,NA,NA,NA,NA,Bathymetry,8,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/DeSoto_Canyon/Bathymetry/Central_Bathymetry/cenbathg/w001001.adf,w001001.adf,NA,USGS,R/V Moana Wave,Kongsberg Dual-head EM3000,300,https://pubs.usgs.gov/of/2003/0007/data.html,NA
104,DeSoto Canyon,Central,NA,NA,NA,NA,Backscatter,8,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/DeSoto_Canyon/Backscatter/Central_Backscatter/cenmosg/w001001.adf,w001001.adf,NA,USGS,R/V Moana Wave,Kongsberg Dual-head EM3000,300,https://pubs.usgs.gov/of/2003/0007/data.html,NA
105,DeSoto Canyon,Northern,NA,NA,NA,NA,Bathymetry,8,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/DeSoto_Canyon/Bathymetry/Northern_Bathymetry/nthbathg/w001001.adf,w001001.adf,NA,USGS,R/V Moana Wave,Kongsberg Dual-head EM3000,300,https://pubs.usgs.gov/of/2003/0007/data.html,NA
106,DeSoto Canyon,Northern,NA,NA,NA,NA,Backscatter,8,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/DeSoto_Canyon/Backscatter/Northern_Backscatter/nthmosg/w001001.adf,w001001.adf,NA,USGS,R/V Moana Wave,Kongsberg Dual-head EM3000,300,https://pubs.usgs.gov/of/2003/0007/data.html,NA
107,DeSoto Canyon,Southern,NA,NA,NA,NA,Bathymetry,8,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/DeSoto_Canyon/Bathymetry/Southern_Bathymetry/sthbathg/w001001.adf,w001001.adf,NA,USGS,R/V Moana Wave,Kongsberg Dual-head EM3000,300,https://pubs.usgs.gov/of/2003/0007/data.html,NA
108,DeSoto Canyon,Southern,NA,NA,NA,NA,Backscatter,8,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/DeSoto_Canyon/Backscatter/Southern_Backscatter/sthmosg/w001001.adf,w001001.adf,NA,USGS,R/V Moana Wave,Kongsberg Dual-head EM3000,300,https://pubs.usgs.gov/of/2003/0007/data.html,NA
109,Pinnacles,NA,NA,NA,NA,2002,Bathymetry,16,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/Pinnacles/Bathymetry/bathyg/w001001.adf,w001001.adf,NA,USGS,NA,NA,NA,https://pubs.usgs.gov/of/2002/0006/site/data.html,NA
110,Pinnacles,NA,NA,NA,NA,2002,Backscatter,16,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/Pinnacles/Backscatter/mosg/w001001.adf,w001001.adf,NA,USGS,NA,NA,NA,https://pubs.usgs.gov/of/2002/0006/site/data.html,NA
111,Pulley Ridge,NA,NA,NA,NA,NA,Bathymetry,5,m,unnamed,utm 17,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/Pulley_Ridge/Bathymetry/allpr_filcrop.asc,allpr_filcrop.asc,NA,USGS,R/V's Bellows & Suncoaster,Kongsberg Simrad EM3000,300,https://woodshole.er.usgs.gov/pubs/of2005-1089/data/bathymetry/,NA
112,Pulley Ridge,NA,NA,NA,NA,NA,Backscatter,NA,NA,NA,NA,NA,NA,NA,NA,USGS,R/V's Bellows & Suncoaster,Kongsberg Simrad EM3000,300,https://woodshole.er.usgs.gov/pubs/of2005-1089/data/bathymetry/,NA
113,SL,NA,NA,NA,NA,NA,Bathymetry,4,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/Steamboat_Lumps_MPA/Bathymetry/sbbathyg/w001001.adf,w001001.adf,NA,USGS,R/V Moana Wave,Kongsberg EM1002,95,https://www.ncei.noaa.gov/data/oceans/coris/data/NOAA/nmfs/sefsc/bathymetry/westfloridashelf/SteamboatLumps2001/,NA
114,SL,NA,NA,NA,NA,NA,Backscatter,4,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/Steamboat_Lumps_MPA/Backscatter/sbmosg/w001001.adf,w001001.adf,NA,USGS,R/V Moana Wave,Kongsberg EM1002,95,https://www.ncei.noaa.gov/data/oceans/coris/data/NOAA/nmfs/sefsc/bathymetry/westfloridashelf/SteamboatLumps2001/,NA
115,WFS,Central,NA,NA,NA,NA,Bathymetry,8,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/West_Florida_Shelf/Central/Bathymetry/cbathyg/w001001.adf,w001001.adf,NA,USGS,R/V Moana Wave,Kongsberg EM1002,95,https://www.ncei.noaa.gov/data/oceans/coris/data/NOAA/nmfs/sefsc/bathymetry/westfloridashelf/CentralShelf2001/,NA
116,WFS,Central,NA,NA,NA,NA,Backscatter,8,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/West_Florida_Shelf/Central/Backscatter/cmosg/w001001.adf,w001001.adf,NA,USGS,R/V Moana Wave,Kongsberg EM1002,95,https://www.ncei.noaa.gov/data/oceans/coris/data/NOAA/nmfs/sefsc/bathymetry/westfloridashelf/CentralShelf2001/,NA
117,WFS,Northern,NA,NA,NA,NA,Bathymetry,8,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/West_Florida_Shelf/Northern/Bathymetry/nbathyg/w001001.adf,w001001.adf,NA,USGS,R/V Moana Wave,Kongsberg EM1002,95,https://www.ncei.noaa.gov/data/oceans/coris/data/NOAA/nmfs/sefsc/bathymetry/westfloridashelf/NorthernShelf2001/,NA
118,WFS,Northern,NA,NA,NA,NA,Backscatter,8,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/West_Florida_Shelf/Northern/Backscatter/nmosg/w001001.adf,w001001.adf,NA,USGS,R/V Moana Wave,Kongsberg EM1002,95,https://www.ncei.noaa.gov/data/oceans/coris/data/NOAA/nmfs/sefsc/bathymetry/westfloridashelf/NorthernShelf2001/,NA
119,WFS,Southern,NA,NA,NA,NA,Bathymetry,8,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/West_Florida_Shelf/Southern/Bathymetry/sbathyg/w001001.adf,w001001.adf,NA,USGS,R/V Moana Wave,Kongsberg EM1002,95,https://www.ncei.noaa.gov/data/oceans/coris/data/NOAA/nmfs/sefsc/bathymetry/westfloridashelf/SouthernShelf2001/,NA
120,WFS,Southern,NA,NA,NA,NA,Backscatter,8,m,unnamed,utm 16,WGS84,NFWF/2_Projects/GIS/G_Multibeam_Other_Sources/West_Florida_Shelf/Southern/Backscatter/smosg/w001001.adf,w001001.adf,NA,USGS,R/V Moana Wave,Kongsberg EM1002,95,https://www.ncei.noaa.gov/data/oceans/coris/data/NOAA/nmfs/sefsc/bathymetry/westfloridashelf/SouthernShelf2001/,NA
121,ULNA,2B,NA,2019_04B_WB2_CBASS,4,2019,Bathymetry,3,m,FPC_Universal_Transverse_Mercator_North_Hemisphere,utm 16,GRS80,NFWF/1_Cruises/2019_04B_WB2_CBASS/Multibeam/Qimera_Project/2019-04B-WB2-CBASS/Export/ULNA_2B_3m.bag,ULNA_2B_3m.bag,NA,CSCAMP,R/V Weatherbird II,Teledyne Reson SeaBat T50-R Dual Head,400,https://zenodo.org/doi/10.5281/zenodo.8381009,NA
122,ULNA,2B,NA,2019_04B_WB2_CBASS,4,2019,Backscatter,1,m,WGS 84 / UTM zone 16N,utm 16,WGS84,NFWF/1_Cruises/2019_04B_WB2_CBASS/Multibeam/FMGT_Projects/ULNA_2B.fmproj/Output/Mosaic/ULNA_2B_BS_TS_43-47_1m/ULNA_2B_BS_TS_43-47_1m.tif,ULNA_2B_BS_TS_43-47_1m.tif,NA,CSCAMP,R/V Weatherbird II,Teledyne Reson SeaBat T50-R Dual Head,400,https://zenodo.org/doi/10.5281/zenodo.8381009,NA
123,SWFMG,8C,WFMG3AB,2018_09_WB2_CBASS,9,2018,Bathymetry,2,m,FPC_Universal_Transverse_Mercator_North_Hemisphere,utm 16,GRS80,NFWF/1_Cruises/2018_09_WB2_CBASS/Multibeam/Qimera_Project/2018-09-WB2-CBASS/Export/1809_WFMG3AB_2m.bag,1809_WFMG3AB_2m.bag,NA,CSCAMP,R/V Weatherbird II,Teledyne Reson SeaBat 7125,400,https://zenodo.org/doi/10.5281/zenodo.8381009,NA
